kepid,mass,radius,teff,bp_rp,lum_val,e_bp_min_rp_interp,e_bp_min_rp_val,rrmscdpp04p5
3114204,0.838,0.81,5249.1,1.1126957,0.45081670454146017,0.09928662855799984,0.0733,180.776
3114276,1.075,1.059,6018.2,0.8560505,1.330454417978091,0.10343618905724886,0.09,91.632
3114338,1.149,1.256,6160.8,0.8824873,2.06062991327,0.24912355096656136,0.313,228.489
3114357,0.834,0.788,5238.2,1.0886164,0.4246195639463129,0.05416798125975071,0.0098,90.005
3119215,1.058,1.265,5888.9,0.95995617,1.7498466886246569,0.2486894318503133,0.407,283.137
3119243,0.791,0.803,4933.2,1.2696428,0.3443499307633385,0.1833640615828999,0.281,305.956
3119264,0.865,0.827,5393.0,1.0272169,0.5248074602497725,0.08336500208178373,0.0973,153.894
3119282,1.14,1.22,6166.2,0.81788635,1.9543394557753946,0.16691914011388617,0.1593,130.631
3122854,0.714,0.701,4558.6,1.5163269,0.19186687406702896,0.23637518961200246,0.2903,377.293
3122913,0.71,0.697,4737.9,1.2786703,0.22181964198002188,0.15473342969935988,0.0275,343.385
3122962,1.085,1.336,5918.9,0.9668417,1.9860949173573714,0.1967218382824281,0.464,191.219
3123038,0.725,0.721,4637.2,1.3574877,0.21777097723531585,0.14034715634033168,0.1773,209.659
3130345,0.796,0.77,5042.3,1.0916748,0.3467368504525316,0.07175040345243404,0.008,164.394
3130363,1.223,1.408,6266.1,0.87585926,2.78612116862977,0.18569713564949353,0.268,177.975
3130373,1.097,1.116,6113.7,0.8855257,1.5776112696993487,0.13803163846918587,0.1472,160.156
3130425,0.882,0.846,5280.9,1.003787,0.5035006087879048,0.028273634830742467,0.084,44.652
3130485,1.302,1.561,6395.7,0.82970905,3.7239170625456848,0.3260346560119096,NaN,249.641
3130531,1.142,1.146,6257.4,0.7435522,1.823895702319638,0.12018895244403509,0.026,148.377
3130537,1.118,1.425,5943.1,0.93353176,2.306747188720069,0.21022254428485732,0.4375,193.701
3130548,0.874,0.883,5369.8,1.002676,0.5874893525297767,0.10002348099554013,0.047,165.254
3130622,1.036,1.233,5850.4,0.95606613,1.62181009735893,0.2174382615983068,0.3075,277.367
2721489,1.132,1.415,5988.5,0.9275856,2.344228815319922,0.19830072194389217,0.533,171.554
2721506,0.614,0.597,4182.5,1.5818701,0.1018591388054117,0.07290810520313544,0.16,101.084
2721540,0.963,1.16,6169.6,0.77149963,1.7660378206861644,0.10923762166519427,0.047,84.33
2721594,0.936,0.995,5726.6,0.9966421,0.9638290236239705,0.12521612404714938,0.187,171.193
2721668,0.914,1.041,5535.5,0.9747,0.9289663867799364,0.18832834599663217,0.178,372.256
2721785,0.967,1.217,5664.9,1.000494,1.3867558288718884,0.16812527774468822,0.2357,205.169
2721795,0.971,1.33,5625.2,0.9784298,1.6069412530128773,0.17071238234529576,NaN,185.964
2721819,1.213,1.554,6106.4,0.80948067,3.047894989627983,0.18449998073991666,NaN,113.652
2834901,1.089,1.433,5870.0,0.8481951,2.2130947096056377,0.21322204626579294,0.237,163.309
2834975,0.764,0.773,4831.0,1.2140207,0.2944421633798761,0.06424478821714155,NaN,88.999
2835006,1.124,1.671,5845.6,0.8293104,2.9512092266663856,0.2588540075069829,NaN,163.577
2835026,1.145,1.24,6012.6,0.8528557,1.823895702319638,0.16639641292798188,0.226,133.287
2848513,1.025,1.406,5728.2,0.9914799,1.931968317016924,0.24867894840990534,0.413,232.381
2848537,0.94,1.095,5614.4,1.0718908,1.0839269140212036,0.2483443599343465,0.4437,292.409
2848639,1.151,1.479,6230.9,0.71961594,2.992264636608189,0.1811201888720737,0.239,58.614
2848655,0.781,0.793,4856.4,1.2323456,0.3169567463043491,0.0611027163677595,NaN,85.116
2848669,0.923,0.942,5573.1,1.0181332,0.7726805850957024,0.1750325453982486,0.1675,278.051
2854068,0.97,1.232,5662.5,0.94263077,1.4190575216890922,0.21596434137062964,NaN,279.626
2854099,0.724,0.711,4592.5,1.4464207,0.20323570109362218,0.22927346805202625,0.223,368.909
2854116,0.924,1.322,5473.2,1.0354013,1.4256075936021881,0.22723851701626266,0.313,282.993
2854155,0.967,1.191,5675.7,0.92552376,1.333521432163324,0.15553564804563383,NaN,170.823
2854181,0.949,0.926,5458.0,1.0130873,0.690239803840242,0.13197181277866846,0.133,205.947
2854219,0.939,1.0,5587.4,0.9497843,0.8830799004185628,0.10267033467543481,0.118,123.959
2854255,0.793,0.753,5197.2,1.0978575,0.3758374042884442,0.11605214224278843,0.072,281.717
2854303,0.791,0.753,5168.7,1.1090269,0.3664375746478333,0.13359637942195543,0.072,300.533
2858506,0.995,1.024,5809.4,0.9580288,1.081433951297938,0.10450811298773839,0.143,172.149
2858526,1.264,1.31,6509.9,0.7723646,2.8054336379517135,0.21515874650286643,0.2143,145.444
2858531,0.819,0.815,5113.0,1.0955257,0.41114972110452225,0.11247421297443373,0.0907,237.043
2858567,1.037,1.186,5870.1,0.9343777,1.5240527537972912,0.24211692295153223,0.288,302.172
2858568,0.995,0.99,5866.5,0.93648624,1.0519618738232228,0.2019527100397814,0.2072,304.163
2858677,1.13,1.258,6103.4,0.8682451,1.9952623149688795,0.27632044517642274,0.2018,312.285
2858704,1.093,1.099,6130.5,0.9002304,1.5452544395384138,0.1445516663792587,0.2005,154.291
2968726,1.116,1.162,6128.4,0.8115349,1.7258378919902035,0.055227753601257756,0.052,39.17
2969205,1.031,1.444,5720.6,0.9656029,2.027682719521282,0.29280493201359425,0.628,301.609
2975507,0.892,0.937,5170.8,1.1685724,0.571478636671867,0.1977297142295244,NaN,302.211
2975513,0.827,0.819,5168.7,1.1411114,0.4335108783875289,0.16298808905647,0.1317,326.091
2975632,0.993,1.259,5719.3,0.9676771,1.5381546403030348,0.20797438894144873,0.313,245.784
2975744,1.314,1.795,6218.6,0.846859,4.405548635065533,0.33792056500904066,NaN,180.656
2975770,0.701,0.697,4718.4,1.305934,0.21777097723531585,0.09032802866396374,NaN,140.27
2987326,1.004,1.119,5806.4,0.9705248,1.2941958414499861,0.24335293750889816,0.2895,332.526
2987327,0.875,0.883,5380.5,1.0980835,0.5929253245799998,0.15698009020905626,0.203,340.033
2987444,0.936,0.899,5534.2,0.9918957,0.6854882264526616,0.10065859754727968,0.0825,130.325
2987447,0.844,0.946,5219.3,1.1443539,0.6039486293763798,0.19034823985587332,0.26,284.467
2987466,0.867,1.069,5642.6,0.85311794,1.0495424286523223,0.02382020620118916,0.075,20.534
2987548,0.756,0.74,4811.7,1.28055,0.2648500138606701,0.14916891851872194,0.139,257.823
2993986,1.022,1.216,5820.7,0.94641685,1.5417004529495595,0.19131765974991363,0.312,280.689
2994064,0.772,0.735,5104.2,1.1772385,0.333426412763235,0.12237205950718454,0.039,242.451
2994124,0.923,0.898,5591.4,0.9412098,0.7079457843841379,0.0828963770859997,0.0245,119.403
2994233,0.965,1.223,5658.8,0.8852339,1.3899526312133532,0.05396421857423304,0.155,49.744
3002087,0.915,0.885,5576.1,0.99323654,0.6854882264526616,0.0862272774465534,0.057,130.561
3002235,1.041,1.047,5975.7,0.8938761,1.2676518658578455,0.16506668729258914,NaN,206.304
3002245,1.151,1.144,6317.3,0.8008919,1.8879913490962936,0.13617897016798938,0.039,206.843
3002288,1.126,1.411,5975.4,0.9074631,2.306747188720069,0.17249168376076585,0.3153,153.984
3002393,0.826,0.808,5180.7,1.1639166,0.4275628861515862,0.14862409323051856,NaN,342.183
3002478,0.954,0.972,5684.8,0.91475487,0.8933054837332952,0.09226764107878076,0.1162,111.825
3100037,1.046,1.524,5721.0,0.9596348,2.2594357702209775,0.22557209419009913,0.5843,185.673
3100083,1.039,1.188,5883.0,0.8901653,1.5346169827992944,0.18761677044932804,0.233,187.191
3100129,0.807,0.793,5079.3,1.136858,0.37931498497368193,0.1541549048323003,0.0763,280.494
3100179,0.821,0.794,5531.2,0.95309734,0.5333348954876209,0.08647939478138905,0.0397,242.762
3100188,0.78,0.804,4788.7,1.3548975,0.3083187950249354,0.14897655328787324,0.3343,183.087
3109930,1.176,1.539,5979.1,0.8966675,2.735268726306712,0.18306423728155297,NaN,136.843
3109970,1.03,1.047,5928.1,0.91184616,1.2274392311584073,0.1571597976077936,0.199,173.741
3110023,0.954,1.099,5716.1,0.9087124,1.169499391019871,0.09065279404537138,0.1302,83.375
3110129,0.867,0.837,5388.9,1.0577116,0.5357966575133416,0.12435890792049263,0.091,214.472
3110177,0.913,0.902,5541.2,0.97275543,0.6966265141107687,0.10183665729048122,0.049,145.159
3110216,1.075,1.399,5855.1,0.8838463,2.084490883097289,0.18161055017546016,0.27,151.566
3114409,0.819,0.777,5266.1,1.0663004,0.4207266283844441,0.0694737298976914,0.004,125.992
3114451,0.896,0.854,5565.6,1.0294552,0.6367955209079158,0.13373194811910033,0.1118,207.101
3114499,1.027,1.194,5850.4,0.93641376,1.5135612484362082,0.13847571625095367,0.314,123.574
3114544,0.95,0.911,5773.2,0.9299269,0.8336811846196344,0.11179564476827171,0.0818,141.984
3114703,1.065,1.038,6064.0,0.8164177,1.318256738556407,0.08760039974911385,NaN,69.547
3119307,1.017,0.995,5984.2,0.83501244,1.1508003889444358,0.19397589031445078,0.075,245.267
3119315,0.986,1.011,5780.7,0.95718956,1.0375284158180127,0.1329529753358752,0.1472,207.709
3119423,1.069,1.187,5966.5,0.90721035,1.625548755750484,0.2361996832440182,0.225,260.436
3119431,0.864,0.959,5339.9,1.1416483,0.6807693586937414,0.19385927730754315,0.35,267.74
3123128,1.329,1.485,6594.1,0.78528214,3.8018939632056115,0.10939622090257595,0.3643,151.857
3123263,1.307,1.563,6417.6,0.82763577,3.77572190925416,0.2140848965087601,NaN,127.545
3123290,0.976,0.946,5826.1,0.9737215,0.9354056741475519,0.12215625619755018,0.087,175.868
3123292,0.772,0.787,4860.0,1.2590008,0.31332857243155854,0.10393763331383762,0.152,215.648
3130747,1.126,1.522,6043.9,0.8089466,2.8183829312644537,0.10223792763454526,0.3625,61.904
3130963,0.901,0.953,5486.5,1.0552225,0.7464487584100665,0.10898736442316667,0.217,154.846
3131124,1.059,1.066,6042.4,0.94746685,1.3740419750125152,0.24490395185942684,0.344,444.456
2721918,0.868,0.831,5396.9,1.0180655,0.5296634438916578,0.07788601106169542,0.0493,144.962
2721930,0.758,0.728,4952.8,1.1804686,0.28840315031266056,0.13401092064309836,0.005,328.777
2722037,0.853,0.788,5716.6,0.95725155,0.6039486293763798,0.11216188704340076,0.012,232.633
2835062,1.072,1.689,5676.5,0.98666286,2.7039583641088436,0.345047143835471,NaN,285.053
2835069,1.117,1.31,6032.0,0.8507385,2.06062991327,0.21528490681679777,0.2467,171.157
2835075,0.882,1.094,5403.0,1.0196667,0.9289663867799364,0.1619951533707004,0.2205,210.075
2835111,1.006,1.124,5816.6,0.8724308,1.3121998990192032,0.15804839499111686,0.11,155.892
2835160,0.631,0.612,4402.8,1.4555445,0.12735030810166617,0.14180317816029925,0.1263,255.873
2835163,0.987,0.989,5806.7,0.955513,1.0069316688518042,0.13981452698354377,0.161,186.572
2835174,1.109,1.589,5834.6,0.9618759,2.6607250597988097,0.35811433947001947,NaN,305.981
2835177,1.069,1.471,5804.4,0.94550896,2.2284351492703034,0.21361791624295492,0.369,274.097
2848757,0.896,0.954,5468.5,1.0072451,0.737904230129101,0.13854416734890915,0.1643,191.175
2848841,1.014,1.234,5789.0,1.0091362,1.5523870099580823,0.22801957069573464,0.418,241.486
2848847,1.085,1.622,5768.4,0.97665596,2.6485001386067006,0.2561505875976987,NaN,325.811
2854336,0.898,1.302,5388.6,1.050787,1.3001695780332903,0.21883967582580255,0.4397,263.794
2854345,1.176,1.21,6110.3,0.84018326,1.8450154191794736,0.08126149751378799,0.2095,59.849
2854411,0.692,0.686,4515.6,1.4220009,0.17701089583174212,0.08431690196228042,0.088,89.509
2854420,1.013,1.13,5833.3,0.9225483,1.3427649611378638,0.18472074128647786,0.1905,304.35
2854474,0.853,0.8,5548.8,1.02915,0.5495408738576245,0.15552576071786386,0.0693,356.443
2854489,1.074,1.445,6256.9,0.756135,2.8973435877013234,0.1321008049224714,NaN,63.789
2854634,0.968,1.225,5665.7,0.9822035,1.4028137045619582,0.1712407008720397,0.258,206.011
2854654,1.318,1.565,6466.2,0.72732353,3.854783576657718,0.1724754277506468,0.5213,58.241
2858739,1.083,1.345,5909.5,0.9110937,1.9998618696327441,0.15690027258589187,NaN,134.577
2858781,0.997,1.508,5582.0,1.0267944,2.009092812608728,0.28737399431684024,NaN,298.989
2858882,0.822,0.786,5234.7,1.1485558,0.4216965034285822,0.1281475980106443,0.14,268.528
2858897,0.864,0.838,5372.2,1.0798101,0.5296634438916578,0.1339060586768319,0.1313,264.901
2969280,1.061,1.075,6015.2,0.84324455,1.367728825595849,0.07190456081363682,0.1,64.321
2969361,1.292,1.682,6453.7,0.7458677,4.446312674691087,0.10392924262820646,NaN,37.73
2969526,1.026,1.32,5738.0,0.9461136,1.7100153150902877,0.1761696511721416,0.375,160.162
2969635,1.036,1.106,6160.4,0.77097034,1.5958791472367326,0.06293285679455332,0.0658,41.178
2969639,1.013,1.158,5825.3,0.93875885,1.399587322572618,0.1403094868571296,NaN,145.546
2975773,1.129,1.35,6037.2,0.81260395,2.197859872784825,0.1448735129120159,0.2903,97.657
2975804,1.077,1.572,5778.9,0.90989304,2.5003453616964313,0.1766255020137084,0.471,120.87
2975813,1.079,1.109,6049.9,0.84381676,1.4893610777109152,0.09469899480890646,0.097,74.52
2975849,1.023,1.443,5703.7,0.980834,1.9998618696327441,0.23378605158846147,0.4525,241.259
2975981,1.005,1.271,5819.9,0.9098263,1.6788040181225603,0.09723000385043581,0.258,78.601
2987577,0.798,0.893,5592.2,0.9852209,0.7095777679633888,0.11718085646241076,0.087,156.643
2987838,1.208,1.6,6056.8,0.851326,3.126079367123955,0.3155289554299717,0.6757,206.092
2987856,1.113,1.133,6082.1,0.7766056,1.5848931924611136,0.07804194573022254,0.0425,59.219
2987926,1.009,1.198,5795.9,0.96172905,1.4689262776438667,0.17972459249856526,0.3123,174.429
2988035,1.128,1.205,6188.3,0.75715065,1.927524913190936,0.07759406118844486,NaN,40.175
2988066,0.992,1.18,5753.3,0.94154453,1.383566378971781,0.1306017405793984,0.195,125.618
2994246,1.033,1.255,5836.2,0.91395664,1.6557699634695282,0.09966215936263002,0.2553,81.228
2994249,1.157,1.685,5910.1,0.9282646,3.1332857243155856,0.2638455324926643,NaN,200.003
2994391,0.967,0.95,5772.7,0.9510937,0.9078205301781858,0.1539219743717039,0.1497,275.285
2994414,0.917,0.966,5544.6,1.0546846,0.7998342550070284,0.132619123488538,0.2205,199.919
2994548,0.966,1.115,5700.8,0.8269348,1.191242008027375,0.04866690138400863,0.0695,75.892
2994564,1.026,1.09,5885.9,0.9173088,1.3001695780332903,0.1270258187816295,0.172,140.262
3002486,0.943,1.089,5617.6,1.0252047,1.0543868963912588,0.19762381633507267,0.2693,298.463
3002516,0.987,0.972,5842.0,0.9796486,0.9977000638225533,0.1689003221194176,0.152,357.339
3002618,0.937,0.971,5621.0,1.0716915,0.8531001140175895,0.14819748186206166,0.2763,231.877
3002666,0.744,0.721,4825.1,1.2068796,0.25351286304979076,0.13427978321932446,0.0572,312.428
3002689,0.796,0.912,5716.6,0.8845005,0.8072350302488381,0.07012428733775737,0.022,84.559
3002749,0.955,0.962,5687.3,0.97495174,0.8851156098308355,0.1270906860997563,0.117,194.14
3002817,1.254,1.429,6341.5,0.798913,3.0060763026282307,0.14018207899418822,0.317,92.767
3002848,1.195,1.2,6407.9,0.8093767,2.1877616239495525,0.1818379860203764,0.161,149.45
3100351,1.108,1.708,5782.4,0.9012375,2.958012466551546,0.242361054871556,NaN,159.145
3100411,0.828,0.808,5200.7,1.0962019,0.4335108783875289,0.14111830271826953,0.082,295.721
3100451,1.101,1.295,5993.2,0.92204,1.9633602768360467,0.20797126138576474,0.388,187.141
3100476,0.991,1.095,5778.8,0.9310484,1.2133888504649772,0.16905035578811048,NaN,187.703
3100527,1.117,1.768,5752.2,0.9120941,3.1045595881283554,0.34343696930892026,NaN,235.487
3110511,0.788,0.768,5004.6,1.1954927,0.3357376142429547,0.14432158112479382,NaN,261.111
3110534,0.931,1.003,5597.9,1.0239315,0.8953647655495938,0.1306553757327005,0.1887,178.426
3110573,0.884,0.857,5463.7,1.0566444,0.5929253245799998,0.1455363744850846,0.1005,328.606
3110597,1.015,1.403,5704.0,1.0133867,1.8923436186449756,0.24197288825899885,0.5325,242.504
3110607,1.064,1.238,6022.8,0.9013195,1.8281002161427427,0.11773482293073394,0.27,94.004
3114769,0.795,0.772,5042.3,1.1948586,0.3483373150360118,0.13115618832247503,0.1225,282.36
3114797,1.269,1.272,6608.4,0.725626,2.8054336379517135,0.2180488924902639,0.0855,84.846
3114894,1.068,1.187,5972.6,0.8930149,1.625548755750484,0.1502005124366253,0.2475,161.266
3114896,0.706,0.679,4748.4,1.309104,0.21183611352485016,0.14377344610134948,0.0655,221.948
3114916,0.853,0.8,5491.3,1.0249586,0.5260172663907061,0.10912292120611913,0.0575,218.936
3114954,0.802,0.796,5025.7,1.1900511,0.3664375746478333,0.13280566369649718,0.1163,228.79
3119533,1.033,1.134,5890.3,0.9300585,1.406047524129914,0.20648649109715236,0.201,275.195
3119541,1.289,1.64,6271.5,0.8323145,3.7844258471709327,0.21131380945232273,NaN,122.311
3119601,0.941,1.197,5534.4,0.9460449,1.2189895989248665,0.09057815821424664,0.2133,84.993
3119603,1.18,1.346,6180.6,0.8359375,2.409905428686595,0.2665743588512355,0.2673,401.335
3119732,0.962,0.955,5730.2,1.0049925,0.8912509381337456,0.11922480604879118,0.224,166.691
3123313,0.836,0.993,5808.6,0.96336365,1.02093948370768,0.10787126680442374,0.1252,140.253
3123462,0.88,0.974,5748.6,0.85719776,0.9311078754678304,0.0827109620729216,0.05,81.596
3123554,1.326,1.494,6412.3,0.83502483,3.523708710424872,0.2586281605295337,NaN,220.531
3215660,0.774,0.76,4881.7,1.2472944,0.2971666031738026,0.1295174203081584,NaN,236.187
3215696,1.165,1.844,5854.1,0.85689926,3.630780547701014,0.2834532651927725,NaN,163.653
2722098,1.133,1.221,6144.6,0.91203976,1.927524913190936,0.15253633078211876,0.2545,244.19
2722192,0.973,0.943,5642.8,0.87019825,0.8147042840208396,0.02443553653597618,0.0642,45.031
2722206,1.095,1.144,6078.5,0.86283684,1.62181009735893,0.15956613560439228,0.235,153.982
2722250,0.743,0.731,4698.3,1.4013128,0.23550492838960096,0.22586974977997715,0.2205,341.808
2722371,1.193,1.361,6207.1,0.9280777,2.5003453616964313,0.23419328578154514,0.4685,247.063
2722413,1.334,1.873,6205.8,0.8423681,4.688133821452653,0.2799288472584516,NaN,153.953
2835216,0.976,1.135,5718.1,0.9471369,1.2502590302177201,0.21522468085435362,0.202,264.044
2835228,0.965,0.931,5794.3,0.92893124,0.8851156098308355,0.09830580071075183,0.064,146.14
2835254,0.678,0.652,4640.9,1.24228,0.17864875748520506,0.05153018286922381,NaN,102.061
2835274,0.63,0.637,4172.4,1.6612635,0.11040786199020733,0.09046657906620363,0.2425,141.797
2835395,1.221,1.522,6170.9,0.78581905,3.040885025676279,0.1430074634945332,0.376,84.134
2835405,1.266,1.842,6049.3,0.83844566,4.120975190973302,0.2556968593450611,NaN,127.273
2848935,1.037,1.225,6071.4,0.8430567,1.8450154191794736,0.11424756839143617,0.1387,80.494
2848973,0.915,1.029,5544.1,1.070404,0.9078205301781858,0.09551510855936204,0.262,122.512
2849152,0.934,0.885,5784.7,0.95636463,0.7943282347242815,0.11183947222301391,0.0387,157.615
2849193,1.002,1.07,5817.7,1.0271769,1.1939881044642733,0.22866668940326457,0.346,313.009
2854698,0.992,0.933,5542.4,0.97072697,0.7413102413009175,0.07967883548058552,0.133,125.181
2854720,1.004,1.221,5764.6,0.97178173,1.492794409578996,0.2562323723430635,0.3017,334.36
2854728,0.996,1.192,5754.5,0.92967033,1.4125375446227544,0.22662334277191332,NaN,294.286
2854809,1.01,1.133,5820.8,0.9367542,1.3365955165464423,0.21272858764406768,0.1865,273.84
2858948,1.098,1.531,5844.5,0.95177555,2.4774220576332855,0.22847102418891296,0.415,210.837
2859009,1.135,1.249,6128.7,0.9033184,1.9952623149688795,0.24782154241385346,0.3405,262.926
2859016,0.716,0.702,4567.1,1.3486757,0.19364219639466074,0.10632816049967027,0.0857,169.587
2859040,0.821,0.821,5126.9,1.1410189,0.4216965034285822,0.14516896431887277,0.0882,297.291
2859080,1.106,1.146,5846.6,0.97291565,1.3899526312133532,0.12122805362899473,NaN,121.286
2859087,0.921,0.867,5804.7,0.9475031,0.7744617978025188,0.12069453051782597,0.0387,210.617
2969989,0.902,0.857,5417.0,0.9399929,0.571478636671867,0.03563767201075889,0.0395,61.712
2970115,1.06,1.052,6043.9,0.8147812,1.3365955165464423,0.0701598123732176,0.0915,54.298
2970168,1.305,1.591,6318.6,0.7650337,3.6559479161312485,0.1624309537383195,0.4805,78.352
2976017,0.793,0.808,5421.4,1.0017405,0.5116818355403078,0.06828394806438132,0.029,98.21
2982628,0.701,0.681,4582.2,1.4263954,0.18620871366628675,0.1564949756278457,0.1417,218.983
2982816,1.0,1.215,5752.8,1.0253277,1.4689262776438667,0.25714175238722503,0.3415,360.732
2982923,1.159,1.533,6203.8,0.7655258,3.126079367123955,0.10622109121629904,0.4177,73.597
2982925,0.847,0.814,5335.9,1.1573572,0.48752849010338634,0.1763366591236075,0.217,287.162
2982961,0.824,0.795,5221.7,1.109786,0.42657951880159267,0.14990868923777317,0.012,294.69
2988137,1.011,1.009,5881.6,0.8994112,1.101539309541415,0.10377168225806918,0.1085,117.316
2988139,1.165,1.325,6411.8,0.7711048,2.69773943244492,0.15407088453000897,0.247,94.306
2988153,1.082,1.176,6016.2,0.90198994,1.6443717232149315,0.19048784906537777,0.2573,176.369
2988174,1.101,1.227,6040.5,0.91407204,1.823895702319638,0.2013600245003156,NaN,182.726
2994617,1.023,1.02,5924.0,0.88084793,1.1614486138403428,0.11404829400447548,0.089,135.527
2994695,1.114,1.157,6135.1,0.92370987,1.7139573075084253,0.1885290732985625,0.2867,197.78
2994712,1.076,1.105,6051.7,0.89679337,1.485935642287007,0.172474919077516,0.1613,214.563
2994798,1.132,1.148,6220.7,0.870739,1.7947336268325265,0.1612677107922693,NaN,180.148
3002959,1.411,1.783,6619.3,0.75115395,5.546257129579107,0.1869180711696651,0.7067,96.273
3002988,0.97,0.994,5732.1,0.93852425,0.9638290236239705,0.11288442337153762,0.131,167.931
3003019,1.089,1.308,5951.7,0.9305887,1.9498445997580451,0.14512762264480752,0.2715,114.692
3003043,0.981,1.006,5768.5,0.92580795,1.0115794542598986,0.1390887611983642,0.1275,239.569
3003084,0.77,0.772,5330.8,0.98751354,0.4335108783875289,0.050018160675711125,0.0053,95.518
3003226,1.11,1.21,6078.4,0.8932066,1.8155156627731355,0.19334366614220652,NaN,276.512
3003231,0.751,0.736,4769.3,1.3520107,0.2529297996446145,0.1835103519183775,0.2487,326.956
3100559,0.915,0.947,5539.6,0.9863367,0.7655966069112563,0.14846979990729567,NaN,215.667
3100608,0.997,1.013,5830.1,0.8936691,1.0739894123412448,0.1580710468014143,0.1043,240.812
3100641,0.92,2.294,4583.9,0.76732826,2.0941124558508926,0.26473900104832526,NaN,113.282
3100673,1.003,1.449,5649.2,0.9736109,1.940885877592778,0.2116902790158966,0.4753,176.624
3100698,0.977,1.049,5743.9,0.9037924,1.0864256236170655,0.1106560326436792,0.1963,119.721
3100715,0.813,0.855,5037.4,1.174943,0.4255984131337431,0.18175066605388357,0.2455,307.786
3110648,0.927,1.184,5548.7,1.0246325,1.2078138351067802,0.201405671169996,0.368,258.993
3110716,1.066,1.067,6075.7,0.89263916,1.406047524129914,0.2109045443169262,0.1647,234.808
3110766,0.658,0.641,4401.4,1.557663,0.13963683610559377,0.20982811269029467,NaN,296.872
3110832,1.355,1.544,6645.2,0.75546837,4.22668614265603,0.20119167608064203,0.3577,85.006
3115019,1.101,1.348,5956.1,0.89962006,2.07491351745491,0.29483629400981554,0.4063,269.13
3115024,0.88,0.891,5407.3,1.0762348,0.6165950018614822,0.1664972780029412,0.1815,275.635
3115099,1.109,1.21,6155.7,0.8341141,1.9098532585662382,0.14071093244328092,0.2095,101.631
3115100,0.952,0.902,5867.1,0.87833977,0.8709635899560807,0.1057152743924987,0.0065,116.49
3115141,1.01,1.021,5876.1,0.9234104,1.1246049739669264,0.1701052572981068,0.163,209.778
3115153,1.201,1.329,6275.2,0.7629223,2.4774220576332855,0.11921865211132736,0.1995,67.125
3115213,1.241,1.327,6347.2,0.74868774,2.5882129151530915,0.14257295349520335,0.1735,62.677
3115276,1.112,1.202,6092.4,0.8504486,1.807174126010927,0.14407203742334188,0.194,107.44
3115288,0.809,0.785,5119.4,1.1482544,0.3837072454922788,0.1236504415030044,0.078,243.681
3119943,0.72,0.702,4661.2,1.2893972,0.21037784397664752,0.14225673470108,0.019,335.603
3119961,0.92,0.879,5655.7,0.91905403,0.7144963260755134,0.10611124447512979,0.018,151.686
3120014,0.846,0.912,5249.3,1.137166,0.5741164622073276,0.17374010558691888,NaN,435.284
3120017,1.046,1.066,5909.5,0.9296026,1.2531411749414159,0.1306829929839572,0.2057,135.233
3120099,0.854,0.83,5336.2,1.200491,0.5069907082747044,0.19156121286895506,0.241,325.137
3123586,1.245,1.261,6510.4,0.80892277,2.5882129151530915,0.2031952685683057,0.2145,178.232
3123611,0.909,0.886,5543.9,1.0164232,0.6714288529259523,0.12600178836361464,0.1055,218.007
3123619,0.795,0.769,4888.1,1.1818123,0.3054921113215513,0.058902169351145145,0.117,97.942
3123647,0.661,0.646,4374.6,1.4866123,0.1380384264602885,0.17993861752881038,0.1358,297.432
3123672,0.83,0.801,5248.5,1.1062651,0.44258837236262655,0.1446413111787845,0.0107,316.524
3123675,0.918,0.873,5674.8,0.9446068,0.7161434102129021,0.1120788318629236,0.079,208.068
3123693,0.882,0.871,5292.4,0.9977865,0.5395106225151276,0.06145485413831287,0.0488,87.337
3123758,1.191,1.314,6250.6,0.87086964,2.3878112829131775,0.17875577610123108,NaN,155.028
3123836,0.987,1.106,5762.3,0.9388399,1.2246161992650486,0.19008210756015145,0.2377,507.739
3215812,1.043,1.535,5704.2,0.947772,2.2646443075930596,0.25915647039008105,NaN,221.964
3215838,1.038,1.212,5870.8,0.9274292,1.5812480392703832,0.19203357465561244,0.2757,191.344
3215845,1.072,1.092,6037.5,0.768342,1.4354894333536559,0.04918130426437371,0.086,148.889
3215851,0.931,0.93,5610.8,0.9687376,0.7780365510398041,0.15194245641131848,0.092,227.852
3215855,0.973,0.927,5621.1,0.9257755,0.7762471166286917,0.059416351911640235,0.046,70.191
3215863,1.118,1.195,6045.5,0.8586502,1.7258378919902035,0.12157211715198527,0.163,94.128
2722428,1.082,1.18,6016.2,0.8670912,1.651961798229015,0.12064281733245562,NaN,109.312
2722550,0.857,0.869,5707.4,0.9504299,0.727779804536824,0.09603129185401837,0.0175,170.815
2722663,1.096,1.143,6321.2,0.7802305,1.8879913490962936,0.11370268542907411,0.033,170.041
2722672,1.154,1.172,6267.1,0.8475895,1.9186687406702894,0.1577327242497264,0.1113,150.259
2722737,0.734,0.7,4966.7,1.208355,0.2703958364108844,0.13748971084251022,0.059,336.213
2835656,0.857,0.882,5299.7,1.0441437,0.5571857489319298,0.1236497158500636,0.1157,224.268
2835746,0.826,0.812,5151.8,1.0295172,0.4207266283844441,0.04131301759736027,0.0072,85.57
2835770,1.135,1.546,5917.2,0.8920908,2.63633138582538,0.1721295097371679,0.622,120.533
2835777,1.087,1.158,6041.4,0.8681345,1.62181009735893,0.08643642764851753,0.207,66.071
2835787,0.783,0.774,4922.8,1.2273197,0.3184197521726125,0.12662413897485852,NaN,202.388
