kepid,mass,radius,teff,bp_rp,e_bp_min_rp_interp,e_bp_min_rp_val,rrmscdpp04p5
10337411,1.043,1.1519377,5442,0.9226332,0.204367161372522,0.1372,239.376
10337441,0.665,1.0338293,5064.27,1.0535126,0.04293126502256754,0.148,74.777
10337454,0.964,1.0723224,5872.3335,0.7967844,0.099680912216777,0.048,70.283
10337463,0.8,1.0817357,4982,1.1039667,0.17881498203091142,0.268,226.54
10345784,1.034,1.5162169,6289.11,0.65223694,0.09063539696129015,0.2002,26.822
10345854,0.928,0.86128134,5452.25,0.9275503,0.04140362035634999,0.033,54.45
10345883,0.882,1.7586398,5352.6665,0.99718094,0.26404231987430704,0.8855,162.588
10345921,1.047,1.2534276,5400.3335,0.9531002,0.15556312457708069,0.206,111.384
10345945,0.872,1.2601842,5365,0.9633951,0.12201112988624857,0.2703,102.989
10345947,0.907,0.85959977,5375.6665,0.9508686,0.08896497700444685,0.027,136.498
10352104,1.005,1.3058469,5852.75,0.77160645,0.04487075503648377,0.14,28.989
10352157,0.971,0.90469384,5902.25,0.88068485,0.10435073375095234,0.048,125.349
10352192,1.038,1.329657,5442,0.9176893,0.17491000581332164,NaN,136.106
10352241,1.18,1.2839757,5469.5,0.90749645,0.21210008917268988,0.2048,196.372
10352251,1.042,0.93020606,5580.19,0.9095316,0.0875037199824787,0.0277,128.471
10352426,0.952,0.77312547,4908.6665,1.1944561,0.05276468895272211,0.137,82.619
10356047,1.091,0.99042124,5479,0.905591,0.08322780005115783,0.0278,115.286
10356049,1.021,1.5784539,5391.3335,0.9668131,0.20005924453083943,0.443,142.461
10356112,1.133,1.0048704,5356.5,0.98038197,0.17864428288983356,0.0953,238.082
10356139,1.048,1.863802,5823,0.87502956,0.3088974802261914,NaN,201.157
10356697,0.861,0.8791268,5335.5,0.98939896,0.10007869127703975,0.046,187.221
10382492,0.811,0.9775919,5348.5,0.99962425,0.15437581648017096,0.1525,274.526
10382531,0.543,0.71200943,4413,1.4696236,0.13802348075361462,0.138,365.281
10382584,0.48,0.61021316,4065,1.8094893,0.146281789492688,0.22,331.21
10382684,0.807,0.83492,5014.15,1.1144533,0.08379932910908311,0.012,151.535
10387527,0.925,0.9166695,5327,1.0078173,0.12367559563408814,0.1172,158.737
10387549,0.772,0.759223,4920.25,1.168066,0.13882404438098836,0.0878,270.667
10387554,0.862,0.930008,5310.5503,1.0120726,0.11875013227104096,0.116,145.272
10387586,0.559,0.61886173,4162.59,1.7268648,0.13163386658099077,0.1715,219.728
10387621,1.173,1.1519622,5468,0.9255228,0.22132531411892337,0.144,242.891
10395358,0.683,0.63234234,4924.245,1.231987,0.06370802502733657,0.0365,92.589
10395374,0.865,1.1945271,5029.25,1.0984402,0.15137941491762305,0.3572,164.729
10395381,0.767,0.66943043,5051.6665,1.2696934,0.1538766560204358,NaN,180.481
10395408,0.961,1.2129655,5819.3335,0.80799866,0.07503394430137202,0.1135,45.56
10264106,0.787,1.0645026,5052.814,1.078764,0.13347762156007809,NaN,167.972
10264140,1.052,1.5079058,5782,0.84587,0.28163797247658956,0.4113,167.881
10264149,0.989,0.84560496,5339,0.99887943,0.09400838700653863,0.0713,110.493
10264150,0.919,0.96349245,5040,1.0914488,0.14683665492831216,0.1865,175.242
10264200,0.962,0.9613745,5060.6665,1.0542746,0.06718611416251762,0.127,76.165
10264202,0.776,1.2494175,5054.77,1.0848713,0.21183064513001346,0.39,592.216
10264218,0.808,0.77568567,4885,1.2531052,0.1262896809110614,0.2102,175.389
10264225,0.872,0.8884515,5316.05,0.97065544,0.14792451796018224,0.054,184.064
10268920,1.109,0.96873605,5817.5,0.8188658,0.08084996650137581,0.0097,76.269
10268987,1.108,1.6140829,5763,0.84527874,0.2350912024979049,0.5257,115.446
10268999,0.697,0.72091866,4292.425,1.5751896,0.19715180314186942,0.2725,213.39
10269218,0.934,1.3746424,5367.3335,0.96894073,0.20157944522456708,0.312,155.502
10269282,0.567,0.7127988,4431,1.4216385,0.10977356748942355,0.0947,108.923
10275287,1.108,1.5876739,5782,0.85323524,0.23140579562440505,0.5152,135.729
10275312,1.192,1.3369256,6267.75,0.7170696,0.2106619121225998,0.0828,60.456
10275469,0.979,1.151807,5723.9434,0.8018017,0.09527211877259355,0.0617,73.964
10284729,0.885,0.8648331,5077.8237,1.06991,0.14115407404741742,0.0775,315.926
10284735,0.917,0.9962203,5539.5,0.89462185,0.0910203742388327,NaN,87.214
10284738,1.089,1.4362305,6166,0.7513342,0.16418948216403068,NaN,62.643
10284742,0.919,1.5284252,5805,0.8364525,0.25518076439603227,0.424,146.476
10284751,0.918,0.94135076,5075.8267,1.0250101,0.09597010750769798,0.1067,130.186
10284812,0.862,0.86020625,5134,1.0321865,0.1203338861398703,0.0217,188.2
10284814,0.713,0.81618375,4967.6665,1.141243,0.11599855495621354,0.0977,197.787
10284855,1.148,1.0625027,5314.3335,1.0082474,0.16143034632076894,0.2413,177.674
10288218,0.993,0.9406344,5087,1.0223475,0.12370063007186013,0.0993,260.841
10288259,0.65,0.7802361,4869.6904,1.2978096,0.13373728399639756,0.2963,154.927
10288324,1.205,1.0843323,5851,0.8080206,0.19357135590738028,0.0683,183.893
10288333,1.351,1.4282485,6166.97,0.73828316,0.16477546501889392,NaN,63.122
10288356,0.795,0.75781554,4941,1.1546116,0.10048030249912113,0.117,138.602
10288380,0.931,0.88196695,5025.9697,1.087698,0.12817048871515724,0.0905,181.399
10288388,1.029,0.9677403,5093.3335,1.0437384,0.11836490206690051,0.1678,164.195
10288416,0.953,1.2308236,5797,0.84132004,0.10298921652814295,0.1113,64.214
10292843,0.853,0.7457517,4974,1.1990232,0.12315395698585138,0.1337,215.341
10292985,0.964,1.1863662,5363.5,0.9726734,0.1451857300257583,0.269,156.454
10293024,1.005,1.1555033,5427,0.9127865,0.1446330494809999,0.1387,173.433
10293041,0.714,0.83570653,5136,1.0289202,0.06879490363162084,NaN,99.029
10293068,0.898,0.8366066,5358,0.9751501,0.058725411318561356,0.0535,107.446
10293088,0.888,0.8275392,4990.5,1.1061888,0.08802707596700812,0.0577,155.293
10293105,1.042,1.775597,5805.25,0.8188114,0.1581298858210138,NaN,76.984
10293177,0.879,0.9206027,5852.6665,0.80941105,0.050474572028376664,0.009,48.369
10319112,0.729,0.8664634,4910.5,1.1700764,0.1280953879285741,NaN,227.752
10319115,1.178,1.4846864,5780.5,0.8418789,0.14452407383500593,0.1965,87.441
10319131,1.047,1.0186231,5370,0.9509373,0.10297288323459419,0.099,130.898
10319151,0.902,0.79081684,5091.6,1.0659971,0.11026405102568973,0.0048,203.012
10319247,1.03,0.873194,5415.0503,0.9124088,0.13279041858321647,0.0317,204.131
10319285,0.79,0.69813615,4960,1.3162994,0.19160586781542951,0.2387,291.373
10323699,0.983,1.7418925,5847.5,0.7985029,0.15855636476919413,0.5033,67.841
10323822,0.895,0.80911386,5083.285,1.0655127,0.09970329348068147,0.012,169.092
10323824,1.165,1.6456803,5999,0.752182,0.18460947874893108,0.5365,67.138
10323849,0.98,0.7970454,6001.01,0.9253483,0.08352009962468304,0.0547,87.233
10323892,1.132,0.959951,5692,0.88116455,0.14416830437736888,0.0563,146.272
10323899,0.947,1.026411,5357,0.97641087,0.18641297043847693,0.161,227.569
10330953,1.09,1.5882972,5410.75,0.91727257,0.22502006017173495,0.369,163.63
10331128,1.051,1.4832522,5782,0.8609705,0.19341031965312705,0.133,112.972
10331250,0.852,0.87242234,4971.55,1.1266594,0.11124252975324835,0.1433,155.78
10331251,0.882,0.9343522,5135.1875,1.029314,0.08642989748785253,0.0963,101.468
10331274,0.797,0.71501464,5035.42,1.1995058,0.15493322623525413,0.1052,286.012
10331281,0.906,0.91319084,5785.5,0.83038044,0.0755463478823646,0.0335,58.059
10337517,0.854,0.8608855,5388,0.97262,0.06538742358864165,0.0475,81.726
10337673,1.051,1.159794,5693,0.88721657,0.19433088226329048,0.1232,196.914
10337751,0.951,0.90335876,4887.7,1.1483755,0.14392994404135226,NaN,202.678
10337797,0.811,0.84288704,5187.5,1.0313978,0.13342266735945701,0.0447,221.69
10346000,1.107,0.87844795,5625.7676,0.89251995,0.17053550705371567,0.051,223.441
10346119,0.944,1.7135811,5352.6665,0.99406624,0.2501120322185975,NaN,181.381
10346149,1.02,1.5206544,5469,0.90733624,0.17064351110222797,NaN,105.03
10346210,1.005,1.0176,5111.2124,1.022747,0.1135152545861801,0.1163,133.394
10352453,1.055,2.204059,5440,0.9485645,0.3583616857527605,NaN,202.88
10352683,0.748,1.1787411,5201.3335,1.0172157,0.11867174638289738,0.2698,129.666
10352725,0.78,0.6468652,4877.785,1.3883762,0.20289756460988567,0.1815,223.091
10356859,0.926,1.0330584,5112.47,1.0257635,0.11817678162270977,0.1567,158.121
10356886,0.985,1.11517,5440,0.90410995,0.15152146072999856,0.128,167.704
10356915,0.93,1.3863453,5410.25,0.9219122,0.12225833885887841,0.2652,94.306
10356930,0.907,0.9559378,5030,1.084054,0.1334746931247554,0.1607,210.201
10356935,0.977,0.8379281,5306.8,1.009861,0.15578769999433673,0.0575,292.977
10356979,0.898,0.9773832,5369.25,0.9681368,0.135340551429665,0.13,219.511
10357039,0.993,1.3486538,5391.5,0.95160294,0.2360806215432109,0.302,269.978
10357040,1.038,1.0510203,5468,0.9249449,0.1517838459003979,0.131,185.918
10357068,1.003,1.5236306,5412,0.9205446,0.2447206433762572,0.349,224.95
10357256,0.86,0.77141756,5051.872,1.0691175,0.040964856646139136,0.043,79.041
10357305,1.025,1.2316784,5365,0.9546442,0.21466202085039618,0.222,273.35
10382785,0.896,1.1763349,5798,0.85109234,0.17121787454658682,NaN,165.445
10382823,0.795,0.779633,4979.5,1.1234188,0.06894765962546441,0.058,134.296
10382942,0.838,0.790714,4988.8,1.2347145,0.19102758607602044,0.214,379.595
10382952,0.479,0.7397238,3973.495,1.7976475,0.17518670312512444,0.5613,342.382
10382953,0.976,1.0211316,5781,0.83758354,0.15964543466510545,0.0548,178.038
10382976,0.88,0.8592909,5352,0.9920616,0.13578875220522846,0.0517,256.225
10382986,0.803,0.92982095,5432.5,0.9373255,0.053307567822021056,NaN,63.254
10387700,0.848,0.736621,4959.01,1.208622,0.09373986742739382,0.129,144.31
10387738,0.952,0.9838339,5357.25,0.9781847,0.07328811770956342,0.1348,89.793
10387742,0.962,1.0071167,5478.5,0.90505314,0.04286465040625379,0.046,38.289
10387776,1.161,1.1337073,5756.25,0.8663101,0.17059300705356759,0.107,146.515
10387792,0.725,0.7391257,4955.8,1.1576004,0.06314809901091169,0.0645,98.326
10387793,0.856,0.8910502,5311,0.9722996,0.03422063179288928,0.046,44.554
10395443,0.956,0.9348476,5089,1.0705032,0.12699102347929647,0.152,206.972
10395553,0.794,0.76909673,5758,0.86874294,0.0607869314795091,0.0123,57.932
10395568,1.058,1.5828915,5475.3335,0.89712906,0.20169644400055584,0.2395,122.88
10395639,0.928,1.1154404,5230.115,1.0305538,0.20459630351733038,0.1795,242.162
10264269,0.782,0.69584405,5215.6235,1.0488567,0.12269197483314659,0.0653,201.913
10264293,0.773,0.72499263,4958.81,1.2789412,0.16754498152565078,0.1545,181.255
10264318,1.126,0.91097254,5447,0.9162731,0.17848325130217274,0.008,245.879
10264367,1.033,1.5669241,5840,0.8608589,0.17741061324960386,NaN,88.06
10264379,1.077,1.5129426,5819.5,0.81339836,0.15539767153337086,0.3063,81.9
10264402,0.557,0.66868687,4437,1.4938507,0.21033371764262387,NaN,223.708
10264456,0.973,1.5663501,5216.55,1.018857,0.22657174918932022,NaN,162.09
10264481,1.068,1.1902499,5762,0.86674976,0.208833750521907,NaN,164.181
10264489,1.002,1.1098009,5748,0.84632015,0.1474023051488554,NaN,106.48
10269353,0.818,1.0819982,5371,0.96387005,0.19801183904884787,0.1407,212.673
10269418,1.074,2.0290148,5763.3335,0.84499264,0.2942238704603568,NaN,122.929
10269439,0.962,0.9282966,5075.975,1.0766754,0.14529385603521164,0.147,180.347
10269498,0.795,0.82466096,5243,1.0088158,0.11102358016144133,0.0373,143.232
10275695,0.926,0.86443555,5212.657,1.0734224,0.17069608972302555,0.1243,265.982
10275766,1.273,1.4280438,5786,0.83666134,0.25502147045755114,0.2397,162.87
10275805,1.105,0.9096734,5299.6,1.0038271,0.1486342883423679,0.12,241.595
10275880,1.495,1.5319866,6112.5,0.745924,0.1453783829210986,0.5145,59.941
10275962,0.974,0.8657168,5326.75,0.99016666,0.11798318771433476,0.0707,176.86
10284895,0.756,0.81034124,5034.6665,1.1066246,0.12896762455793043,0.0583,237.436
10284914,0.579,0.56299645,4916,1.3822336,0.1323262565639389,NaN,149.402
10284925,0.806,0.9133053,5097.133,1.0450296,0.13990434551072595,0.074,190.67
10284948,0.99,0.93669546,5391,0.95465374,0.13437468973631725,0.0363,166.722
10285000,0.78,0.76103854,4982.5,1.1597052,0.14073729355291859,0.103,224.402
10288452,0.926,0.90704364,5339.75,1.0143576,0.12471386971294883,0.1237,153.021
10288463,1.1,2.0038564,5707.6665,0.8556738,0.2736458335751112,NaN,123.561
10288503,0.911,1.0458088,4941.467,1.0970421,0.16360557698302086,0.2375,241.914
10288505,0.968,1.2149888,5800.3335,0.82980824,0.10207407841005013,0.1713,64.983
10288529,1.04,1.2330498,5743.6665,0.85261726,0.14123615437758208,NaN,103.992
10288540,0.955,1.6345326,5374,0.94884586,0.21177378071732422,0.533,171.42
10288555,1.116,1.1527169,6239.23,0.7821646,0.12620296591486782,0.1493,69.636
10293236,0.583,0.5628443,4882,1.3718348,0.0938177266962666,0.0765,120.489
10293333,0.876,0.9446373,5142.9624,1.0306978,0.08508618545722306,0.086,114.565
10293516,0.94,1.3250517,5647.2837,0.8827858,0.18383300493008198,0.252,166.142
10293518,1.038,1.5918127,5411.3335,0.9259157,0.19931394073962913,NaN,173.968
10319341,1.02,0.86945444,5756,0.86380386,0.08825351446396595,0.0205,114.133
10319385,1.064,1.0303626,5693,0.8924866,0.06255106644805984,0.0985,54.305
10319400,0.961,0.8252316,5724.8203,0.87310886,0.07224508287792486,0.028,81.007
10319413,0.962,0.87159115,5439.5,0.91862583,0.11264183410873764,0.0237,163.806
10319487,0.877,1.1377766,4978,1.1458855,0.16769298813671943,0.3607,183.443
10323922,0.715,0.58220935,4977.6665,1.3252811,0.1463759088317014,0.019,191.441
10323950,1.129,1.3303101,5858,0.8275404,0.2120763982232761,0.2335,133.867
10323969,1.012,1.3289388,5625.425,0.8728552,0.23569543251084488,0.2075,208.427
10323993,0.836,0.7338772,4890.545,1.2253504,0.09632979471829832,0.0825,120.957
10324037,0.9,0.7981625,5023.3335,1.1060972,0.08514441299710791,0.031,112.621
10324120,0.973,1.6862692,5081.9326,0.9241276,0.17621742247260933,0.2583,132.279
10331377,1.153,1.4996904,6006,0.7467575,0.14522455042298762,NaN,51.452
10331397,0.938,1.0265065,5506.5,0.9272585,0.09316085196943853,0.1162,98.694
10331489,1.081,1.230289,5435,0.9385023,0.1674670461729645,0.201,149.015
10331560,0.76,0.85776645,4999.36,1.0964012,0.08497899816112693,0.117,105.428
10331562,1.005,1.242345,5731,0.8165169,0.025776724717923014,0.111,23.205
10337853,1.126,0.97801405,5423,0.9240093,0.12845453342369467,0.0455,171.31
10337859,0.957,1.4165606,4944,1.1032057,0.20330489413658523,0.389,227.841
10337885,0.75,0.78049994,4302.6997,1.5472794,0.22795261461264346,0.2993,273.511
10337897,1.049,1.7540299,5785.5,0.8384981,0.3001634771179374,NaN,168.388
10338027,0.805,0.5804466,5018,1.296484,0.10075894823697856,0.0923,142.289
10338031,1.017,0.9875482,5028,1.0988436,0.17648845805269317,0.2157,258.65
10338034,0.988,1.0440001,5365,0.9850683,0.1530983548121815,0.2007,175.982
10346227,1.011,1.433743,5672.6665,0.87349224,0.1036554181550499,0.3203,58.827
10346345,1.361,1.3820267,6172.6665,0.7369318,0.15667907981549375,0.1427,55.885
10346423,1.143,1.5898224,5763,0.8401365,0.22832938011536813,0.4025,124.383
10346437,0.91,0.9284841,5049,1.093236,0.09081598542947633,0.1203,96.944
10352734,0.632,1.0522434,4395.6826,1.5129509,0.34612330355264165,NaN,235.935
10352769,1.143,1.9971479,5785.5,0.8331995,0.2248386468352564,NaN,85.747
10352838,1.008,0.920614,5095,1.0431719,0.13108077576804766,0.069,182.119
10352883,0.821,1.1967678,5475.5,0.90767384,0.06473727352616195,0.1397,48.297
10352945,1.083,1.2055194,5773.3335,0.832819,0.21950360745348224,0.1735,182.474
10357390,1.126,1.7751613,5978.6665,0.87914276,0.3433557377054725,NaN,209.821
10357409,1.039,1.7559577,5721,0.86840916,0.20363543780762172,NaN,123.889
10357481,1.155,0.9331426,5319,0.9495754,0.04531182790820881,0.027,52.076
10357493,0.586,0.68518674,4240,1.6316004,0.18292244471899904,0.3002,285.061
10357604,1.466,1.814018,6079.7866,0.7334194,0.2030782539237044,0.6635,60.311
10357614,1.14,1.4511884,5798.84,0.77084446,0.15016250775767243,0.1627,81.798
10357643,1.065,1.4568576,5437,0.9317417,0.21878922178185106,0.293,202.161
10382989,1.035,1.5196575,6056.25,0.75389576,0.15366589089581945,0.293,79.293
10383222,0.701,0.92291826,4925.8765,1.2395296,0.17845658316194168,0.346,267.463
10383248,1.132,1.5781273,5427,0.91559124,0.20354147757146357,0.369,168.832
10383502,0.847,0.95747,5176.5,1.0513544,0.048875221283275906,0.1592,68.074
10383526,1.228,1.7289686,6257.75,0.7336178,0.16918431307187584,NaN,53.948
10387822,0.754,0.8260588,5001.4272,1.080451,0.11673459994932066,0.0108,180.07
10387847,1.022,1.95887,5474.68,0.90457726,0.2562971670489396,0.7925,144.289
10387856,0.836,1.2026272,5490.5977,0.92763233,0.11010048381018736,0.1945,86.186
10387946,1.004,1.1416308,5132.31,1.0302668,0.1611471957722547,0.2732,182.052
10388074,0.893,0.96516067,5134.75,1.0602846,0.09316218271675104,0.165,105.303
10388103,0.863,1.1327753,5424.75,0.90521526,0.11425246296912893,0.1267,107.15
10388106,1.001,1.5401936,5877,0.80503845,0.13278161800796742,0.39,64.691
10388122,0.841,1.1873183,5332,0.9793682,0.14887716731782552,0.242,138.757
10395659,0.885,0.8914038,5354.6665,0.9859371,0.0961822564226203,0.057,117.503
10395733,0.833,0.7309367,5125.8335,1.0291052,0.1237424017555904,0.052,297.603
10395748,0.762,0.8321516,5221,1.0108194,0.12331679314492294,0.039,192.491
10395774,0.962,1.8853548,5801.5,0.8356552,0.19829883779141222,NaN,85.39
10395785,0.889,0.91220945,5741,0.85985374,0.11760106048186239,0.0213,108.069
10395786,1.105,1.8329083,5370,0.9525938,0.25250973602230414,NaN,156.297
10395814,0.837,0.6564207,4802.5063,1.33111,0.18773719628467025,NaN,253.939
10395852,0.733,0.6710069,4985.5,1.2296734,0.05416014720673635,0.0905,58.454
10264510,0.926,1.3947889,5354,0.9852829,0.1520080853704964,0.312,104.144
10264557,1.026,1.7222192,5407,0.9420357,0.29275831943951114,0.7205,188.722
10264573,0.938,1.549226,5596.7266,0.8741932,0.13336646432441157,0.353,71.97
10264581,0.985,0.9892797,5470.75,0.9291525,0.129827746069745,NaN,124.462
10264639,1.123,1.2560613,6037.75,0.7341242,0.09469032196969271,0.106,33.76
10264702,1.05,1.77336,5384,0.949214,0.24013679520997466,0.7417,139.786
1026957,0.781,0.68270963,4915.1,1.2151661,0.03045778325447392,0.063,63.558
10269630,1.026,1.1027004,5947.5,0.781579,0.08706112771012879,0.0742,50.688
10269696,1.159,1.2486466,5816.59,0.82276726,0.19278767309529707,0.1467,123.569
1026992,0.695,0.633717,4825.4067,1.324091,0.17461035288784948,0.0395,379.363
1027016,0.76,0.8355753,4979.5,1.3094072,0.11046869791159208,0.402,151.06
10271620,0.804,0.7263285,4764.35,1.2942114,0.17147759378996555,0.142,271.587
10271680,1.008,1.8683895,5638.7427,0.88362694,0.31010451077601764,0.6992,210.99
10275974,0.977,1.6215144,5112.803,1.0261984,0.2574774962251095,NaN,249.868
10276003,0.763,0.99084145,4869.85,1.3411741,0.28124871627201586,0.5093,283.371
1027696,1.104,1.1226959,5817,0.81814194,0.21219080004853075,0.054,241.865
1027710,0.729,0.8448186,4934.925,1.1300478,0.15129777857669577,0.0585,313.398
1027740,0.886,0.9321623,5376,0.9729681,0.059919192957439214,0.0585,102.745
1027842,0.698,0.62946683,4915.5,1.3819675,0.1828968838817785,0.157,268.01
10285031,1.104,2.0246732,5106.3047,1.04072,0.33254467684635325,0.775,214.349
10285121,0.968,1.0719835,5783.25,0.83909035,0.12445837899300113,0.09,96.397
10285135,1.09,1.4123192,5509.154,0.87136364,0.14921991576420485,0.2258,98.073
10285159,1.14,1.3597789,5775.375,0.843524,0.26402116144679644,0.2088,185.85
10285211,0.98,0.94528484,5364,0.97803307,0.12827497271385296,0.0817,147.137
10285285,0.644,0.582468,4429.945,1.5527191,0.09217603430809301,0.1387,113.023
10285310,0.859,0.9013109,5311,1.0123873,0.0925856498273106,0.12,104.473
10288578,1.241,1.4614987,5875.5,0.79844093,0.19623769580574862,NaN,114.293
10288607,0.98,1.2702456,5362,0.96136093,0.16476661020456917,0.218,142.748
10288681,0.765,0.90373385,5460.8926,1.0521746,0.11390980873369157,0.21,141.836
10288718,0.948,1.4501126,5658.2925,0.998826,0.3056304186058635,0.705,246.791
10288777,1.042,1.5298696,5723.75,0.8696842,0.17179484636093695,0.337,100.964
10288812,0.678,0.78945065,4896.5,1.1799755,0.12938213961348688,0.1238,223.975
10293558,0.966,1.128328,5421.2803,0.9092846,0.13061314644341862,0.1502,159.801
10293655,0.827,1.9931494,5511.04,0.9654045,0.31028631276293617,NaN,210.002
10293719,1.166,1.0061995,5361,0.9714937,0.08446032294904594,0.075,111.584
10293753,1.036,1.3731408,5918,0.7946644,0.10744016454910392,0.206,64.182
10293761,0.627,0.8467505,5031.7354,1.086834,0.09275849964358863,0.086,144.465
10319562,0.751,0.59275424,4993,1.3363457,0.19232071054050642,NaN,282.007
10319652,1.056,1.3666656,5411,0.9331751,0.12158230501747959,0.2753,98.868
10319656,1.079,2.1109557,5532.3335,0.8950691,0.2704133318983347,NaN,152.867
10319698,0.991,0.8577195,5665.3604,0.8913803,0.11960358413064785,0.061,154.902
10319721,1.389,1.6671611,6047.6167,0.7218952,0.2146369644291984,0.503,61.787
10319731,0.806,0.9062171,4876,1.2450838,0.18379362503118166,NaN,282.689
10319796,0.947,0.9324149,5397,0.9313755,0.0839220521246421,0.008,97.507
10324132,0.694,0.5982347,4651.008,1.4578362,0.2073180529991795,0.107,270.355
10324201,0.886,0.748,4976,1.1285791,0.11731579416239647,0.114,188.286
10324255,1.289,1.4799378,5934.3335,0.78323936,0.1406596826781411,0.297,65.106
10324320,1.065,1.1283334,5447,0.9221773,0.13477945140004458,0.163,119.456
10331576,1.003,1.3030962,5375,0.98418236,0.15046171002391306,0.2813,115.473
10331623,0.949,1.2126787,5525,0.9053993,0.06025002744183757,0.147,41.441
10331679,1.099,1.174091,5566.1636,0.87534523,0.17051741621062497,0.154,212.605
10331723,0.957,0.8544939,4979.3867,1.1023493,0.09541150840676796,0.0402,154.747
10331799,0.797,0.86730546,5334.6665,0.9972925,0.0917440614547861,0.047,108.02
10331829,0.766,0.7436231,5778.6665,0.87933636,0.05763803655655768,0.029,59.763
10338083,0.937,0.9683885,5012.25,1.0808096,0.15414677867953416,0.1793,239.385
10338156,1.034,1.5379486,5661,0.89256763,0.19406642281821426,0.42,126.718
10338163,0.996,1.1154693,5389,0.96257114,0.14467849784570733,0.228,143.428
10338168,1.032,1.1569855,5328.75,0.98868656,0.1679141133748002,NaN,180.904
10338186,1.033,1.7478132,5579,0.86015415,0.19731380179222835,0.571,149.061
10338223,0.89,0.80052143,5019.5,1.0980158,0.1295859913988032,0.021,265.807
10338245,0.756,0.626887,4687.865,1.3876276,0.20786009330826322,0.067,308.253
10338255,1.092,1.0982412,5791.25,0.8451004,0.10724666625846949,0.132,78.135
10338256,0.711,0.5904347,4993,1.29603,0.13499142110404122,0.1388,225.204
10338300,0.883,1.761826,5374.5,0.9617281,0.27902906562509794,0.768,270.663
10346491,0.77,0.75461495,5033,1.1127424,0.05536808439122432,0.044,82.385
10346596,1.166,1.2424215,6389,0.6491232,0.11050849165758063,0.072,114.774
10346628,0.941,0.8281797,5127.62,1.0575266,0.10214172465320616,0.078,137.305
10346647,0.981,1.3000838,5357.3335,0.98519707,0.15943871411956873,0.228,123.415
10353049,0.997,1.4586641,4949.4453,1.1351099,0.2601109867568128,0.554,212.31
10353077,1.104,1.0797528,5077.1396,1.0640421,0.18828720364068058,0.231,234.512
10353082,0.897,0.9650913,5116.3335,1.0369253,0.06765291673318365,0.1132,113.116
10353092,0.727,0.730951,4937.75,1.1495743,0.04829387616104932,0.0065,68.122
10353139,1.004,1.046544,5440,0.9699669,0.20725851331210762,0.1243,258.672
10353161,1.133,1.3312631,5403,0.9430065,0.16505623939816122,0.271,144.279
10353191,1.074,2.0234795,5379.355,0.9037647,0.34898500082082584,NaN,206.373
10353207,0.895,0.93675303,5374.5,0.9623394,0.14984046876691298,0.0623,207.646
10353220,1.036,1.2152925,5435.3335,0.91277313,0.1815160219468569,0.145,185.835
10353235,0.863,0.82912505,5357,0.9605036,0.08557439657891056,0.0492,105.582
10357721,1.454,0.83720565,4939,1.1618633,0.14205911768729904,0.114,227.86
10357901,1.077,1.3696458,5751.5,0.8656788,0.26900027490782014,0.272,239.839
10357975,0.89,0.78106093,5046.5,1.0954208,0.09633065585034421,0.043,188.824
10383567,0.804,0.86857384,4931.013,1.192153,0.10289981884032295,0.2535,161.358
10383577,0.77,0.8078144,5051.6665,1.0767632,0.08147275503392094,0.0045,137.985
10383593,0.754,0.84481466,4911.6,1.1090193,0.087665315524036,0.0323,149.818
10383640,1.065,1.2157204,5817,0.8013773,0.11693990158026753,0.1017,86.613
10383671,0.645,0.6844516,4454,1.4757204,0.22097967234652297,0.0947,328.107
10383713,1.026,1.0735173,5314.5,1.00424,0.10878970740991567,0.1643,128.38
10388223,0.929,1.0200377,5908.3647,0.78761196,0.11002956082897976,0.029,81.912
10388250,0.75,0.58727527,4990,1.2879896,0.13369439524035587,0.0655,194.843
10388303,0.865,0.7332561,5314.3335,1.0050001,0.11830560786969115,0.03,202.261
10388352,0.851,0.7414502,4965.473,1.2322712,0.16836384548748878,0.127,325.913
10388379,0.902,0.8524338,5283,0.93869686,0.11740498458502456,0.0345,168.941
10395972,0.922,0.6736756,5084,1.2366581,0.16377275503293723,NaN,278.138
10395995,1.073,1.3127364,5705.3237,0.87810993,0.19152467073042695,0.225,133.655
10396033,0.925,1.1825274,5579,0.9004278,0.17684166084398206,0.149,155.953
10396063,0.684,0.8171361,4522.04,1.4949112,0.1363860472383494,NaN,98.792
10396075,1.095,1.0695577,5719,0.87743855,0.17112932300108671,0.1017,171.523
10396202,0.621,0.5535777,4283,1.6043606,0.0977065628756124,0.023,131.723
10396224,0.814,0.79578054,5296,1.0093927,0.05423419101717575,0.0107,80.59
10264835,0.865,0.9427863,5329,0.9828682,0.15573829364610775,0.0563,192.274
10264849,0.824,0.81989264,5318.5,1.0033922,0.09643397570571646,0.0258,122.756
10271703,0.861,0.61802584,5145.5,1.2351398,0.1383007371378822,0.0685,303.385
10271719,1.035,1.2658435,5976,0.75866985,0.13482256851009716,0.1493,68.845
10271751,0.903,1.1560566,5735,0.8462515,0.07675402249917807,0.081,53.397
10271799,1.158,1.128319,6334,0.7016058,0.18888633693623294,0.08,77.269
10271806,0.743,0.72325027,4994,1.1383638,0.12640021397046394,0.039,276.993
10271825,0.884,0.84758323,5353.5,0.9801893,0.13623095583192485,0.0673,230.619
10271834,1.065,1.2188671,5744,0.87075806,0.19446145741603407,NaN,171.225
10279177,0.98,0.9286936,5336.6665,1.015152,0.14965612371559694,0.133,190.874
